buying_high,buying_low,buying_med,buying_vhigh,maint_high,maint_low,maint_med,maint_vhigh,doors_3,doors_4,doors_2,doors_morethanfive,persons_4,persons_2,persons_more,lugboot_small,lugboot_med,lugboot_big,safety_low,safety_high,safety_med,label
0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1
0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
